Date,XLY,XLV,XLU,XLB,XLE,XLF,XLI,XLK,XLP,INDEX
1/22/2016,73.31,67.85,43.8,38.51,55.74,17.2797,48.64,40.38,49.29,434.7997
1/29/2016,74.11,66.47,45.42,38.77,58.21,17.637,49.99,41.24,50.76,442.607
2/5/2016,70.16,64.4,46.57,40.61,55.94,17.0118,50.04,39.5,49.63,433.8618
2/12/2016,69.79,64.37,45.56,39.94,55.28,16.6382,49.67,39.27,50.07,430.5882
2/19/2016,72.74,65.93,46.2,40.75,56.81,17.0361,51.32,40.66,50.84,442.2861
2/26/2016,74.83,67.3,46.17,42.06,57.23,17.3122,52.45,41.26,51.09,449.7022
3/4/2016,76.72,67.41,47.11,43.46,60.96,18.0917,53.78,42.42,52.04,461.9917
3/11/2016,77.3,68.59,48.15,44.4,62.36,18.2623,54.04,42.87,52.45,468.4223
3/18/2016,78.09,66.84,48.63,45.42,63.49,18.4572,55.63,43.59,52.65,472.7972
3/25/2016,77.55,67.39,48.91,44.55,61.84,18.1161,55.12,43.62,52.32,469.4161
4/1/2016,79.43,68.55,49.81,45.24,61.06,18.4328,55.73,44.7,53.62,476.5728
4/8/2016,77.87,69.35,48.85,44.52,62.37,17.905,54.71,43.89,53.41,472.875
4/15/2016,79.49,70.02,48.89,46.03,63.5392,18.5952,56.05,44.34,53.035,479.9894
4/22/2016,79.46,71.87,47.3492,47.21,67.04,19.123,56.41,43.44,51.96,483.8622
4/29/2016,79.2,69.7908,48.42,47.1,67.5,18.9281,56.16,42.13,52.3,481.5289
5/6/2016,79.28,69.18,48.83,46.16,65.27,18.782,55.64,42.25,53.24,478.632
5/13/2016,78.11,69.14,49.39,45.95,64.99,18.579,55.05,42.21,53.24,476.659
5/20/2016,77.7,69.69,48.29,46.28,66.16,18.8469,55.03,42.73,52.16,476.8869
5/27/2016,79.32,71.18,48.83,47.18,67.13,19.3341,55.93,44.1,53,486.0041
6/3/2016,79.11,72.29,50.08,47.66,66.54,19.0905,55.99,43.94,53.56,488.2605
6/10/2016,78.49,71.78,50.57,47.74,67.37,18.8063,56.47,43.96,54.13,489.3163
6/17/2016,77.93,70.06,50.55,47.2,66.89,18.3597,55.73,43.05,53.47,483.2397
6/24/2016,76.15,69.29,50.61,46.02,66.78,17.9293,54.38,42.28,53.1,476.5393
7/1/2016,78.87,72.16,52.48,46.36,68.6,18.4653,56.19,43.47,54.89,491.4853
7/8/2016,80.62,73.69,52.54,46.96,67.71,18.6114,57.23,44.13,55.69,497.1814
7/15/2016,80.98,74.08,52,48.78,69.23,19.0986,58.69,45.01,55.7,503.5686
7/22/2016,81.6,74.99,52.76,48.66,68.32,19.2286,58.29,45.83,55.5,505.1786
7/29/2016,81.62,75.2,52.12,48.69,67.38,19.2042,58.04,46.45,54.7,503.4042
8/5/2016,81.57,75.25,50.73,48.77,67.53,19.5047,58.31,47.05,54.59,503.3047
8/12/2016,82,74.78,50.9,48.42,68.7,19.3747,58.56,47.11,55.09,504.9347
8/19/2016,81.5,74.36,50.27,48.99,70.41,19.4965,59.02,47.02,54.92,505.9865
8/26/2016,80.94,73.07,49.15,48.73,69.38,19.5777,58.66,47.05,54.31,500.8677
9/2/2016,80.88,72.65,49.63,49.25,69.08,19.9513,58.93,47.35,54.82,502.5413
9/9/2016,78.43,71.51,48.46,47.44,69.7,19.5209,57.12,46.16,52.69,491.0309
9/16/2016,78.51,72.11,49.26,46.76,67.45,19.1799,56.61,47.21,52.79,489.8799
9/23/2016,79.67,73.11,50.94,47.31,67.64,19.38,57.72,47.49,53.34,496.6
9/30/2016,80.04,72.11,48.99,47.75,70.61,19.3,58.38,47.78,53.21,498.17
10/7/2016,79.74,71.87,47.12,46.86,70.61,19.62,57.56,47.62,52.33,493.33
10/14/2016,78.89,69.62,47.75,46.32,69.8,19.42,57.23,47.37,52.37,488.77
10/21/2016,79.59,69.71,48,47.06,70.19,19.65,56.99,47.53,52.23,490.95
10/28/2016,78.04,67.78,48.46,46.73,69.37,19.77,57.1,47.44,52.67,487.36
11/4/2016,76.73,66.48,47.95,46.4,67.77,19.49,56.47,46.18,51.61,479.08
11/11/2016,79.72,70.49,46.03,48.15,69.46,21.67,61.05,46.73,50.54,493.84
11/18/2016,81.2,69.7,46.29,48.32,71.13,22.16,61.3,47.36,50.5,497.96
11/25/2016,82.98,69.48,47.16,49.56,72.72,22.41,62.71,48,51.22,506.24
12/2/2016,81.44,68.41,46.8,49.98,74.83,22.65,62.81,46.69,50.57,504.18
12/9/2016,84.31,68.85,47.96,51.5,76.6,23.75,63.98,48.65,52.04,517.64
12/16/2016,82.69,69.58,48.41,50.42,76.51,23.36,62.58,48.59,52.05,514.19
12/23/2016,82.45,69.46,48.61,50.27,76.35,23.58,62.99,48.97,52.06,514.74
12/30/2016,81.4,68.94,48.57,49.7,75.32,23.25,62.22,48.36,51.71,509.47
1/6/2017,83.32,70.95,48.83,50.62,75.89,23.54,63.14,49.4,52.12,517.81
1/13/2017,83.96,70.92,48.51,50.87,74.38,23.51,63.22,49.66,51.52,516.55
1/20/2017,83.93,69.84,48.64,51.09,74.54,23.15,63.44,49.8,52.58,517.01
1/27/2017,85.06,69.75,48.39,52.81,74.23,23.65,64.49,50.74,52.38,521.5
2/3/2017,84.49,71.42,48.9,52.08,73.4,23.72,63.62,50.69,53,521.32
2/10/2017,85.73,71.86,49.29,52.1,73.28,23.78,64.73,51.32,53.62,525.71
